Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
Clinton Sleaz Machine doing over-time - whatever it takes to win.  Wasserman-Schultz is Hillary's Karl Rove #Bernie2016  #HillaryClinton,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Will Hillary continue to escalate US troops into Libya? Yes, probably. Will Bernie? Unknown, but maybe not. #HillaryClinton #BernieSanders",Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
@Wally_Callahan #Hillary was 16 in 1964 & raised by conservatives. It's unfair to compare 50-year old choices. #Bernie still ahead last 20y.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#BernieSanders may have amazing ideas but they seem to be far from reality. #HillaryClinton on the other side, seems very realistic &logical",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
I hope #BernieSanders mentions that Bill & #HillaryClinton policies have killed more than a million muslims,Hillary Clinton,NONE,Bernie Sanders,FAVOR,Train
"What's crazy @broomheadshow, is that the folks who want to ""help"" the 90%, #BernieSanders, #HillaryClinton, instead keep them poor. Forever",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
#Hillary2016 keeps touting her foreign policy chops over #Bernie2016. The Left is not obsessed with scary trouble overseas like Republicans!,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Finally, 4 Self Defined  @ChristianDems ' It Seems Intellectually Bizarre You'd Support A NeoCon Warmonger Like #Hillary2016 ?! #Bernie",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Even #HillaryClinton stans should admit that #BernieSanders is  Dude gets his ppl charged! #Iowa #IowaCaucus & yes, I meant electric fire",Hillary Clinton,NONE,Bernie Sanders,FAVOR,Train
"My intake about last nite debate: #Hillary:artificial,not convincing. #Bernie:Angry,passionate, makes sense.O'Malley:Robotic and irrelevant.",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Smart #Democrats are flocking to #Trump because they know radical Muslims will kill their children too. #Hillary2016 #Bernie2016,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
Don't understand venom between #Hillary and #Bernie voters. Whoever is standing in general gets my vote even if not 1st choice!,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
I have not seen a single #Bernie2016 supporter criticize the actual Data thief.   like burglar blaming alarm co and home owner  #Hillary2016,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"Legal news: Berry6189-- RT Trump16US: #BernieSanders wants to ""continue #BarackObama 's agenda"" & #HillaryClinton wants to ""nominate #obama",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
#TheCircus Seems to me this show is REALLY desperately trying to help #bernie win and oust #hillary. On two channels instead of my shows?,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
There is now a real chance that #BernieSanders could beat #Hillary in both Iowa and NH.  That'll reduce crossover voting for the GOP race.,Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
"#Hillary2016 wins by a coin toss, that's not really a victory. #Bernie2016 will receive the ball in the second half?",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
I'm amazed at the extreme flip flopper #HillaryClinton truly is.. I supported this lady only a few months ago & then #BernieSanders came smh,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
#HillaryClinton will make history as the FIRST WOMAN POTUS but SOB #Sanders does not want that old senile fart NOT even a Democrat #Douche,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
@raulita @BernieSanders nothing worth achieving in life comes with no risk. #Bernie should bash #Hillary because she is a liability to Dems.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"If #BernieSanders pulls off a win tonight in #Iowa, Dem leaders will lean on #Hillary to push reset button pronto...no ifs, ands, or buts.",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#Democrats flick to support #Trump because they know radical Muslims will kill their children too. #BernieSanders #HillaryClinton,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"#Hillary2016 #Bernie2016 Every Tuesday,not only Register a NEW Voter, but tell location of polling place.   Please Join Campaign & Retweet",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"#berniesanders ties Clinton in Iowa, that's tonight's news, but #ChrisMatthews only talks about #Hillary strategy?  What's she paying him?",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Black young voter are not feeling the Bern in South Carolina , they know #Hillary, #Bernie needs to make his self known negative talk hurts.",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"#Hillary has lied as much or more than #Obama, #Bernie's socialist. If we were to go down either road, it's Bye bye Miss American Pie",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
#Hillary > #Bernie I can also fact-check your ridiculous Wall St. assertions but you're gonna need to cede these facts first @TheHearseNurse,Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
#Sanders must draw a big contrast with #Clinton to try and reset tone of the race. Look for #Bernie to talk #Hillary vote for Iraq War.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"@OnlyTruthReign We need someone to follow, and it isn't #Bernie. My point is #Hillary will get it done without it being watered down.",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
MSM doesn't think they have to take #BernieSanders seriously & have orders from WallSt to muddy/bruise #HillaryClinton as much as possible,Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
On #DemDebate question about data leak #Bernie apologizes without hesitation. #Hillary accepts and is just as gracious as he was with emails,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
"@JoyAnnReid  #BernieSanders Camp DID steal data, & then tried to play the victim. #Hillary2016 would be persecuted 4 doing that. @taddevine",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
#BernieBots this Christmas spent their time vilifying and smearing #Hillary2016 i guess they have a lot of hatred boiling in them,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
Hi #OMalley #Bernie #Hillary supporters: Considering insanity spewed from RW #GOP today - let's hope each (D) candidate chooses Class&Sanity,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
Nothing like a smug white guy telling me #BernieSanders has been working for women's rights longer than #HillaryClinton. Wow. #ImWithHer,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
#Hillary > #Bernie Abusive trolls like you @TrueStoryShaff who attack @myselfm409 for stating FACTS don't have moral platform to chastise. ,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
"#BernieSanders knows as you should, #HillaryLies flip flops on guns EVERY election cycle, #Bernie2016 is the same as #Bernie has always been",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"@CecileRichards: Cecile, my 81yo mother, a lifelong Dem and feminist since the 60s, sees #HillaryClinton as a corp tool. She's with #Bernie!",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
I wonder what would happen if people quit focus on 'electability' and supported candidates they most agreed with. #Hillary2016 #Bernie2016,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
#MSNBC horrified 'first timers' voting in #IowaCaucus as this could mean #BernieSanders victory over #WallSt ally and tool #HillaryClinton,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#Trump and #Hillary have more in common than U think They seem both Capitalists & Liberals & they are both possible Winners just as #Bernie,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
@cnnbrk This debate was way more informative than the Republicans whom only talk about war. #Hillary did well but #Bernie gets my vote.,Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
"#Hillary: ""Unlike #Bernie, I'll tell you how I'm paying for things."" Promptly doesn't tell us. #DemDebate  watching the Democratic debate",Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"Once again, #CarlyFiorina is only there to talk shit about #Hillary The American people don't want the establishment we want #Bernie2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#HillaryClinton is like Obama, all talk, then no action. #BernieSanders is AUTHENTIC, been saying this stuff for 50 years. #DemDebate.",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#Hillary won on coin toss #Bernie suffered narrow loss Her game might go cold If Sanders wasn't old Don't pencil her in as the boss,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"If your heart says vote for #BernieSanders, but your mind says vote for #HillaryClinton; look to #MartinOmalley for the best of both.",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
Driving around California and I haven't seen 1 #Hillary sticker. Plenty of #Bernie ones all on ancient cars as old as him.Mostly #Trump ones,Hillary Clinton,NONE,Bernie Sanders,NONE,Train
@skuzzmeister @susmurphy Just STOP! #Bernie fired a high level staffer-they accessed #Hillary's files- it was a deliberate decision to steal,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
You literally have to be INSANE to think one of these democrats would make a good president. Batshit crazy #BernieSanders and #Hillary ????,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
lot people tell me that #BernieSanders wont beable to keep his promises. Well duh But he will try. more then j can say for  #HillaryClinton,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#Bernie trying 2 blame DWS & DNC is ludicrous. It was his team that accessed #Hillary's files - they didn't HAVE to-they cld have ignored it,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
"A vote for #Bernie2016  or #Hillary2016 is a vote for higher taxes, much higher, for everybody. A majority going to debt interest & welfare.",Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
#HillaryClinton totally skated around a real stance or answer on Race in America IMO. I respect #BernieSanders for directly answering.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Now #BernieSanders is being called a sexist for saying #Hillary2016 shouted. Just like people are racists because they disgree with #Obama.,Hillary Clinton,NONE,Bernie Sanders,FAVOR,Train
"#Hillary & #Tump love to speak about ""I"" and #Bernie speaks of ""We"". The I's care about themselves, the We's care about us and others!",Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
#Hillary has no shame using convos w/ppl like Trayvon's mom as self-promo. #Bernie has yet 2 publicly mention his convo w/Sandra Bland's mom,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Many men probably won't vote for #HillaryWallSt nor will most independents nor will a single republican. #Bernie2016 ticks all those boxes.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"#Hillary tops #Trump 49% to 47%. I will vote for ANYONE who can topple that megalomaniac moron, but a vote for Hillaryor #Bernie wd be easy.",Hillary Clinton,FAVOR,Bernie Sanders,FAVOR,Train
#BernieSanders and #HillaryClinton looked good at last night's Democratic debate . . . and even better at last Thursday's Republican debate.,Hillary Clinton,FAVOR,Bernie Sanders,NONE,Train
"#Hillary looks old & tired like her cheating sickly husband.   Couple that with dishonesty & arrogance, she looks like a loser.   #Bernie",Hillary Clinton,AGAINST,Bernie Sanders,NONE,Train
"It's sickening to watch #CNN cover and analyze the #DemDebate knowing Time Warner gave #HillaryClinton over $400,000 #Bernie2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
#Bernie has no credentials when it comes to foreign affairs. #Hillary is by far more experienced in both domestic and foreign affairs.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Just read #Hillary is a ""sweatshop feminist."" Sounds harsh until one recognizes how #Clinton policy *enables* those conditions. #Bernie2016",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
"Pick of litter for President leaves much to be desired. #Hillary is an untrustworthy liar,  #BernieSanders cant win nationally. GOP = circus",Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
"""I am very pleased.""   #Hillary's response to her TANKING POLL NUMBERS   #Bernie2016 talks about taxes non stop, you stupid LYING woman!",Hillary Clinton,NONE,Bernie Sanders,FAVOR,Train
Dear Liberals: Just tell me who you hate the most of the GOP candidates so I know who I should like the most. #Hillary2016 #Bernie2016,Hillary Clinton,NONE,Bernie Sanders,AGAINST,Train
"Dear baby-boomers, the economic system got rigged under your watch. Plz help make it better for kids and grandkids #Bernie2016 not #Hillary",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Kinda cool to see #BernieSanders gaining ground on #HillaryClinton and getting media attention. Makes for an exciting primary season.,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
Dropped by another #Hillary supporter who assumes support #Bernie because I push back against stupid attacks. They aren't helping her.,Hillary Clinton,AGAINST,Bernie Sanders,AGAINST,Train
"Calling all #HillaryClinton disciples...it's time to come out of your stupor and get behind #BernieSanders. Stick a fork in her, she'd done!",Hillary Clinton,NONE,Bernie Sanders,NONE,Train
"Thought I was watching the wrong debate as #Hillary attacked #Bernie. She's a Republican & can't stand on policy, no help to American people",Hillary Clinton,FAVOR,Bernie Sanders,NONE,Train
"#Bernie: Black Youth Unemployment is 51%. #Hillary: YASSS QUEEEN, BAE THE FORCE BAE WITH YOU HA HA AMIRITE MY DUDE YOLO KONY 2012",Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
@NateSilver538 Bloomberg would suck away more votes from #Hillary than Bernie. So more reason to nominate #Sanders2016,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
If Hillary is nominee #BernieSanders convinced his folks that a no vote4 #Hillary2016 is what's best4our country Thats how I C him/followers,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
Pre-debate: No mention of fact that #BernieGate takes attention away from Foreign policy (tonight's topic) & #Hillary Strength #DemDebate,Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
"""I am not interested in ideas that sound good on paper but will never make it in the real world"" #HillaryClinton on #Bernies ideas. #Hillary",Hillary Clinton,FAVOR,Bernie Sanders,AGAINST,Train
Black crack in the firewall alert: It seems that the southern strategy assumed by the #HillaryMonsanto campaign's starting to buckle #Bernie,Hillary Clinton,AGAINST,Bernie Sanders,FAVOR,Train
