Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
omg #DonaldTrump just destroyed #TedCruz using 9/11. Like actually! That actually just happened. I held my breath.,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#TedCruzband and #Trump2016 out class everyone on the stage.  That back and forth on New York was great. And they both made great points.,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
I don't like #Cruz he gives me the skeevies. When I look at him I cross my legs.... Something about him is off #GOPDebate #NYC  #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#TedCruz just made a very disparaging comment about New York, attempting to assert that every NYer is a liberal & not a Patriot. #Trump2016",Donald Trump,NONE,Ted Cruz,NONE,Train
Evan Disgusting #DonaldTrump says it. Jackass #TedCruz statement about #NY was insulting.  TED CRUZ belong in some woods. What an ass!,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"I would much rather have realistic contemporary #NewYvalues than backwards, racist Texas values. #TedCruz  #DonaldTrump",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#DonaldTrump owned #TedCruz with his response about #NYValues jab. I agree with Trump. It was a very disrespectful thing to say. #GOPDebate,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#GOPDebate #DonaldTrump #TedCruz Boxing gloves are off, ""New York values"", You don't know New Yorkers. Don't tread on Empire State.",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
@WilkowMajority tired of politicians bringing up 9/11 as a political card when they get owned on an issue #TedCruz #DonaldTrump,Donald Trump,AGAINST,Ted Cruz,NONE,Train
"Take a drink every time #cruz says ""constitution"" and ""leave it to the states"" or just rambles incoherently. #Trump2016",Donald Trump,FAVOR,Ted Cruz,NONE,Train
"Mind-boggling #Rebulicandebate #DonaldTrump #TedCruz #JebBush seem fear mongers with no solutions, conservatism theory holds accountability.",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Donald trump is a coward. He hides behind 911. He has no conservative values. He's a N.Y. liberal. Ted Cruz is right. #TedCruz #DonaldTrump,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
When #DonaldTrump isn't trying to take on #TedCruz he is kicking ass (with more details than usual) tonight (China tariffs). #GOPDebate #gop,Donald Trump,FAVOR,Ted Cruz,NONE,Train
Has Televangelist Ted even spoken since #DonaldTrump SHUT HIM DOWN earlier? Dude is quiet as a church mouse! #TedCruz #GOPDebate,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#TedCruz is on fire!  Solving with flat 10/16 taxes!  Instead of all the feet dragging #JebBush or typical wealthy businessman #DonaldTrump,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"Boooooo #DonaldTrump! and Look @ #ChrisChristie #TedCruz these are your petulant children Your playground bullies, chumps playing the dozens",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
#TedCruz  went in on #DonaldTrump  throughout the #GOPDebate. I haven't seen evil take on evil like this since Anakin killed Count Dooku!!,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"On every issue #donaldTrump just says his policies are ""I will win"" #TedCruz actually discusses policy on issues. #GOPDebate #IowaCaucus",Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
#TedCruz used ALL of #DonaldTrump words. Ted said exactly  what Trump says at all his rally's. They all criticize #Trump but emulate him!,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"How can Cruz go after New Yorkans? News flash, this is the United States of America and you are from Canada #Trump2016 #GOPDebate #cruzsucks",Donald Trump,NONE,Ted Cruz,NONE,Train
#Cruz Supporters are mad because you can vote more than one time on Drudge Report I guess not a lot of supporters for Cruz. #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#Cruz2016 #Rubio2016 #Trump2016 I'm not understanding why there were any other people on this stage. Time to break it down to the 3,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"It's official, the bromance between #DonaldTrump and #TedCruz is over. That's my take. Watch @Nightline for more analysis and commentary.",Donald Trump,NONE,Ted Cruz,FAVOR,Train
Every one of #Cruz answers were so scripted! Just another lawyer/politician that will say anything to get elected #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Anyone else thought that #Trump looked like a pissy little offended rich brat when debating with #Cruz? #TedCruz makes #DonaldTrump NERVOUS!,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"Funny, how many on twitter can explain @tedcruz ""NY Values"" comment, but HE CANT! It was an insult, plain an simple! #Trump2016 #TedCruz",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#Cruz2016 #Fox #debate #Trump2016  Yall are the best ticket I we could ever have make a law declare a tie and go in both as presidents,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
#TedCruz  and #DonaldTrump first argument at the#gopdebate over Cruz's election status seems to be getting more press then  #newyorkvalues,Donald Trump,NONE,Ted Cruz,NONE,Train
Americans need to wake up! #Cruz is dangerous! They will sue him re: birther issue & he doesn't report loans! Typical politician! #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"@megynkelly WHY DOES THIS GUY on your show call #TedCruz ""the second front runner?"" lol TRUMP 39, CRUZ 14 #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#DonaldTrump & #TedCruz went at it during #GOPDebate. Cruz made comment about NY, Trump stole show defending city. Lasting moment for many",Donald Trump,NONE,Ted Cruz,NONE,Train
"Here's a  simple truth.  Neither #DonaldTrump or #TedCruz will be president.  So,  #republicans need to get behind someone else.",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
".@realDonaldTrump @CLewandowski_ @tedcruz  America First, Rest Next  Republicans First, Democrats Next  #DonaldTrump First, #TedCruz next",Donald Trump,NONE,Ted Cruz,NONE,Train
#Cruz needs to get a new acting coach. You sound like your acting and thats not a good thing.  #Trump2016,Donald Trump,NONE,Ted Cruz,FAVOR,Train
#DonaldTrump & #TedCruz stopped their #GOPDebate attacks only when #JebBushs iPhone went off & his #MeghanTrainor ringtone filled the hall.,Donald Trump,NONE,Ted Cruz,NONE,Train
@tedcruz Wake up #TedCruz the South used to traffic in stolen people during slavery so don't lecture New Yorkers about values! #DonaldTrump,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Wake up #TedCruz the South used to traffic in stolen people during slavery so don't lecture New Yorkers about values! #DonaldTrump,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"On 911 there were no New York value, there were only American values and we to get back to them #AmericanValues #TedCruz  #DonaldTrump",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Lively exchanges #debate with #DonaldTrump & #TedCruz trading barbs over the former's allegiance to #NewYork and the latter's birth status,Donald Trump,NONE,Ted Cruz,NONE,Train
#TedCruz #DonaldTrump is not some gov't worker who leans on a shovel for 8 hours and then calls it a day. -- That's a NY liberal.,Donald Trump,NONE,Ted Cruz,FAVOR,Train
Has #Trump2016 filed a lawsuit on Canadian born #TedCruz yet? Americans want  a natural born Potus for a change @realDonaldTrump,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#MittRomney was ahead in many polls in 2012 and look what happened to him. Hopefully, the same happens to #DonaldTrump and #TedCruz #Quacks",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"What's more annoying than #DonaldTrump? People cheering the asinine things he says. Oh, also #TedCruz. #EverybodyHatesCruz",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"Ted Cruz doesn't know or care what New York values are, but neither does Trump. #GOPDebate #TedCruz #DonaldTrump",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"@GOP in case yall havent noticed, we the people are sick of your establishment candidates. Listen to us or disappear.  #Cruz2016 #Trump2016",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Last night's debate #Cruz  performance: What a waste of an Ivy league education. #Trump  passionate patriot. Invest ur vote on #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Come On America! Stop selling off your stocks! #DonaldTrump is going to make America great again. If not? #Cruz or #Rubio will,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
#GOPDebate still say there should have only been 3 on stage last night. #Trump2016 #Cruz2016 #Rubio2016 all others #JustDon'tMatter.,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
If Trump doesn't get his way he'll bride his way worse he'll use executive power he doesn't have Remained  u of some1? #TedCruz #DonaldTrump,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"Nicely done, #TedCruz. Overnight, you made 8.5 million people unite with #DonaldTrump against you. Your #NewYorkvalues hard at work for you.",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#Trump knows he would lose #Cruz #birther issue.  If #donaldtrump really thought it was a prob he would bring a lawsuit  #Outnumbered,Donald Trump,AGAINST,Ted Cruz,NONE,Train
As long as GOP remains queer for earnest lying lawyers...I.E. #TedCruz... Will lose. NY values smear anti white working class. #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Stop attacking #Trump2016 and #Cruz2016. It's me you hate. They represent me and millions more. Go ahead and attack me directly. #GOPDebate,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"OMG I think #TedCruz just blew it big time.... ""New York values"" ... I am sure you were thinking #Hillary, not #Trump ... #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
@mjkarwal I am not.  Just pointing out that #Trump used 9/11 to deflect from this interview #Cruz referenced. SHAME ON #DONALDTRUMP,Donald Trump,AGAINST,Ted Cruz,NONE,Train
Thinking #TedCruz2016 jumped the shark with his #NewYorkValues statement. Looks like it's #Trump2016 to the finish line now,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Remember @realDonaldTrump poll numbers don't include the right of center Democrats willing to vote #Trump2016 won't happen for #Cruz,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#TedCruz2016 may know you 'don't mess with Texas' but he's finding out fast you do not fuck with New York! #DonaldTrump #RepublicanDebate,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
I feel the real reason #NewYorkValues backfired is #TedCruz tried to call #DonaldTrump a Jew discreetly but you don't slander the chosen ppl,Donald Trump,NONE,Ted Cruz,AGAINST,Train
Ted Cruz and Donald Trump did the best in last nights debate.  No one else belonged on the stage! #GOPDebate #TedCruz #DonaldTrump,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
Anyone notice #DonaldTrump signaled  #TedCruz as his VP candidate. That's big news and shows strategic thinking transparency manliness #CCOT,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
@AP Good 2see #donaldtrump won't b able 2avoid court hearing issue bc #Trump knows #Cruz eligible n courts agree #wakeupamerica #gopdebate,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"@hunteralford13 stronger background checks yes, but side note why did ur bio change from ""#Trump2016"" to ""#Cruz2016"" having second thoughts?",Donald Trump,NONE,Ted Cruz,NONE,Train
Like it or not #DonaldTrump will be the #GOP nominee  Get Ready   #TedCruz lost both nomination & vice presidency   #NewYorkValues,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
@AP_Interactive #TedCruz said nothing but giberish. Trump n Rubio would have a landslide on the General Election ! #DonaldTrump #MarcoRubio,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"How tragic is Donald Trump's theme song? Poor wee lassies, hope they got paid well #RepublicanDebate #Trump2016 #Cruz #ohdear",Donald Trump,AGAINST,Ted Cruz,NONE,Train
"Forget natural born citizen, how can someone run for president when they were citizen of US & Canada until 2014? #TedCruz #DonaldTrump",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"On #MLKDay, #POTUS, #FLOTUS will take part in community service project Imagine #DonaldTrump #TedCruz #ChrisChristie or GOP2016 doing that?",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"#TedCruz Sorry buddy, but picking a fight with #NewYorkValues was a dumb idea.  Almost as dumb as picking a fight with #DonaldTrump",Donald Trump,FAVOR,Ted Cruz,NONE,Train
"Best response of the debate was Trump's to Cruz about NY. Cruz tried to be cute. But, looked silly. #DonaldTrump #Trump #TedCruz #debate",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#DonaldTrump is a hypocrite! He's the most offensive person yet he cries foul over #TedCruz comment! As a New Yorker #DonaldTrump offends me,Donald Trump,AGAINST,Ted Cruz,NONE,Train
@realDonaldTrump Canadian Cruz needs to go!  He has not business even being a Senator in the United States of America. #Cruz #DonaldTrump,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"If #TedCruz can't run for office b/c he was born in Canada, than #DonaldTrump can't run because he's three little boys in a big trenchcoat.",Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
#greta #GOPdebate #Trump2016 proved last night that he can win a general against any Dem while #Cruz showed he could only win #Republicans,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
@Depasquallers @DLoesch  #Cruz was too snarky. He didNOT look good doing it.smuggie. 2 weeks to smack Teddy around. And he will. #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"Question: ""Would hard line conservatives feel comfortable with a #Trump/ #Cruz ticket""? There could be balance there. #Trump2016",Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
The Republican Big Tent is no meager bromide.  Iowa voters will now be asked to extend it to one of Canada's sons.  #TedCruz #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#TedCruz #DonaldTrump hopefully their fighting will stop so Trump becomes president and Cruz become vice that sounds good to me,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"When that 3 A.M. call comes from Goldman Sachs, #TedCruz will be the man you can trust to take it.  #TedCruz  #Trump2016",Donald Trump,NONE,Ted Cruz,FAVOR,Train
#Hannity Disagree w/ #Cruz he won't get Dem's he's way too far right. Clinton will slide to middle and so must #GOP for general #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
I can't trust @tedcruz says #Cruz establishment politician #cruz2016 offensive & go against my conservative values #Hannity vote #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"I think many were duped by #Cruz, who with more & more evidence seems 2 have used ""anti-estab SHOWS"" to fool us~but he IS #GOPe!  #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Just think of all the places #Cruz would prob lump into his #NewYorkValues sentiment.  We need Patriot UNITY now more than EVER!  #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"#DonaldTrump takes exception to #TedCruz's #NewYorkValues gaffe saying ""it's insulting"" Evidently #Trump doesn't listen to himself #Oxymoron",Donald Trump,AGAINST,Ted Cruz,NONE,Train
Dual citizen and foreign born president is what the founding fathers intended to prohibit. For obvious reasons. #TedCruz #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
@RichardH0well  #DonaldTrump has 35% votes of #GOP voters even if add 15-25% of #TedCruz votes to him he will have less than 30% nationwide,Donald Trump,NONE,Ted Cruz,NONE,Train
If certain people in the Republican party would stop the bickering and put that effort to fixing this country.#DonaldTrump #TedCruz #Marco,Donald Trump,NONE,Ted Cruz,FAVOR,Train
"#TedCruz is over joyed to apologize to millions of New Yorkers, but his feud w/ #DonaldTrump isn't over, & the fat lady is still in bed ",Donald Trump,NONE,Ted Cruz,NONE,Train
The results of yesterdays Twitter poll:  Donald Trump is just slightly more of a cunt than Ted Cruz. #cunt #DonaldTrump #TedCruz,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Politicians that wear their religion on their sleeve for votes;  Fool me once can't get fooled again #W #Bush #Cruz #DuckDynasty  #Trump2016,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"You may hate Trump, but this week he destroyed Ted Cruz's candidacy this week. Well played Donald. #TedCruz #DonaldTrump #Republican",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Was literally in #TrumpTower in Chicago last night. Got kicked out for having too much fun. That sealed my #TedCruz vote. #Chiraq,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"Looking to #DonaldTrump & #TedCruz to represent my ""values"" is like seeking marital advise from Charlie Sheen & Larry King. #NYCValues",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
Listen #TedCruz good #Christian 's don't lie your borrowed  $$ from a bank your wife worked at and now a 3rd loan #IowaCaucus #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#DonaldTrump will continue the ruin of this country. He's no different than the current #president; he just claims to be.   #Cruz2016,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
#GOP diplomacy: invade & carpet bomb first...try diplomacy only as a last resort. Diplomacy = weakness. #DonaldTrump #TedCruz et al.,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"We r at a crossroad. Move ahead in the world with diplomacy or elect a #DonaldTrump, #TedCruz, or #MarcoRubio & face constant war & turmoil",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"Explain to me how Obama's alleged birth in Kenya was such a problem, but Ted's actual birth in Canada is not! #Cruz2016 #Trump2016",Donald Trump,NONE,Ted Cruz,AGAINST,Train
"Thought of #TedCruz as President is truly scary, maybe even more so than that of #DonaldTrump as Prez! Have we become a nation of imbeciles?",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
@TrumpNH @realDonaldTrump #TedCruz #Trump2016  100 people? I'm joining the Cruz Campaign. He's not talk. Cruz stands for a united Jerusalem!,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
@MWPolitics wouldn't #Cruz2016 connections with #Trump2016 help him instead of hurt him? Don't think ads would work well. #immigration,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
I told all you #TedCruz2016 folks #DonaldTrump would go after you as polls got close. Do you really think either would be VP to the other?!,Donald Trump,NONE,Ted Cruz,NONE,Train
#DonaldTrump is on a Twitter storm right now lol!!!  In a few seconds he's gonna reveal #TedCruz is Satans brother.  Game on! Lol,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#TedCruz unifies with steady patience. #DonaldTrump unifies by stirring up anger. Which candidate is best for the country? Steadiness. #ccot,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
Only bc #TedCruz is even worst shit than #DonaldTrump doesn't means Trump stop being shit #DumpTrump,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
The #TedCruz-#DonaldTrump war that's going on right now is a perfect example of a conflict where I hope both sides can lose.,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
.@realDonaldTrump Sorry dude. The BS lies/attacks means no more co-equal support.Working for @tedcruz until #iacaucus  #TedCruz #DonaldTrump,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
.@realDonaldTrump supported PARTIAL BIRTH abortion. What moderate/conservative ever did that? ...just like Obama. #Cruz2016 #tcot #trump2016,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"If I were to put my $$ on something I'd bet on a #TedCruz surge in coming weeks, maybe even overtaking #DonaldTrump.   But what do I know.",Donald Trump,NONE,Ted Cruz,FAVOR,Train
Mark Levin to #Trump--Either cut the crap - your Cruz accusations - or you will lose lots and lots of conservatives. #Trump2016 #Cruz2016,Donald Trump,NONE,Ted Cruz,NONE,Train
"This clash between #Cruz supporters & #TrumpThumpers was inevitable...  We're conservative, you're reality show groupies.",Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"At Tea Party convention, #DonaldTrump gets boos from #TedCruz supporters after attacks on bank loans, contributions",Donald Trump,AGAINST,Ted Cruz,NONE,Train
and the hits just keep on coming....  #DonaldTrump Says #TedCruz 'Was a Canadian Citizen Up Until 15 Months Ago' People - 5 hours ago,Donald Trump,NONE,Ted Cruz,NONE,Train
Ted Cruz is married to Goldman Sachs. His wife Heidi is a Goldman Sachs VP! He is the definition of SHILL! #TedCruz #DonaldTrump,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
I've never met a person thinking of voting for #tedcruz don't believe the lies everyone I know voting #Trump #TrumpTrain landslide,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"If HolyRoller #TedCruz engages #DonaldTrump in MUTUALLY ASSURED DESTRUCTION, it paves way for Establishment pick & cements Cruz as Player.",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
@Flintlox @tedcruz Wow what a brilliant and well thought out retort NOT Your wimp Trump is falling apart about now..#Cruz2016 #trumptards,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
I believe #TedCruz and #DonaldTrump both have serious personality disorders and they're running for #POTUS  AND people love them? Sick.,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
@realDonaldTrump #Cruz is Duck Hunting With  a Rake! New Yorkers Stood Strong Deminstrated Togetherness Throughout This Country #Trump2016 !,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"It's like I let these #Cruz-fugees into my Twitter ""country"" and now the sleeper cell has awakened and is attacking me. #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"@MicheleBachmann #Trump already promoted it Michele. #Cruz is unoriginal, unauthentic, typical politician/Heidi hidden agenda. #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"Ted Cruz may have problem with 'New York values', buthe sure does not have a pronlem with his New Yourk donors. #DonaldTrump #TedCruz2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
@marklevinshow Oh Holy One Who Are You 2 Tell #Trump What 2 Do #Cruz Is Going Down Just Another Mouth Piece 4 Establishment #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#Cruz never ran a Business #Cruz isn't a Businessman  #Cruz is a Lawyer #Cruz is a Politician America doesn't need either #Trump2016 #Iowa,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#DonaldTrump is imploding and showing his psychotic side. Definitely not a liberal I want with a hand on the red button. #Cruz #tcot #PJNET,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
@benshapiro The sheer number of tweets you have dedicated to this subject make clear how damaging #Cruz's remarks were. #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
@benshapiro The sheer number of tweets you've dedicated to this subject make clear how damaging #Cruz's remarks were.   #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
@benshapiro The sheer number of tweets you've dedicated to this subject make clear how damaging #Cruz's remarks were.  #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"difference between #DonaldTrump &  #TedCruz <<>thinks NY Values bad #Trump from NY,both dangerous for the USA both #gopfail,both HYPOCRITES",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"It's very hard for #TedCruz to mount an effective attack on #DonaldTrump. Trump has no shame, and most of his followers are fanatics",Donald Trump,AGAINST,Ted Cruz,NONE,Train
"The #trumpites aren't voting for Trump, they're voting for their idea of Trump. It's delusional. #Trump2016 #TedCruz @RNC Hope I'm wrong.",Donald Trump,NONE,Ted Cruz,NONE,Train
"I'm sick of seeing ppl bash #Trump & praise #Cruz ! Cruz just says what you want 2 hear...Trump tells truth, no apologies #Repect #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#DonaldTrump attacking #TedCruz will win you NO friends among conservatives. You're being misdirected. Make a slight course correction,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
"#DonaldTrump finally said something I agree with: ""#TedCruz is a nasty man! Nobody likes him!"" So true! Cruz has a total lack of charisma!",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"Trump missed a $53.1M bond payment 12/08 which led to bankruptcy filing, bond holders WEREN'T paid. #TedCruz @tedcruz #DonaldTrump",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Want to make #America great again? Rejoin the Commonwealth. Her Majesty #QueenElizabethII will outlive #Trump2016. Not to mention #Cruz2024.,Donald Trump,NONE,Ted Cruz,AGAINST,Train
@glennbeck @realDonaldTrump @oreillyfactor Still keeping this fake tweet up there? Lies beget lies...and more lies. No #cruz #Trump2016,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
@tedcruz campn ad uses 16yr old interview w/ @realDonaldTrump 2 show his changed views #Cruz2016 views have changed last month #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
As candidates rise in polls Vetting can expose extreme hypocrisy damaging integrity #Cruz should have been prepared #tcot #Trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"Obama was Born in Kenya, Not Qualified to be POTUS  Replace Kenya with Canada, is Obama Qualified   #Cruz @marklevin Hypocrisy  #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
@azblonde2015 & #Cruz is such a HYPOCRITE! Mister Political Calcualtion. Iowa is smarter than that! Another Politician! #trump #trump2016,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
#DonaldTrump2016 #TedCruz2016 #RandPaul2016 #BenCarson2016  Any of above or combination thereof! May GOD lead them! Turn this ship around!,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
"#Trump2016 Ames #IA Hope #Trump releases his parent's BCs, Mother's naturalization & challenges the rest #Cruz rejected FOIA for his info",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
"if you need a loan, and could get a loan from Goldman Sachs, would you take the loan? #TrumpTrain #DemDebate #Cruz",Donald Trump,NONE,Ted Cruz,NONE,Train
"#TedCruz #DonaldTrump Time for a real ""debate"" Put Cruz&Trump into the Octogon, let them duke it out.  Who'd be the first to bite a gonad?",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
It's refreshing to see three people running for President that aren't batshit crazy. #DemDebate #TedCruz #DonaldTrump #BenCarson,Donald Trump,AGAINST,Ted Cruz,NONE,Train
"#Donaldtrump demands an apology from #tedcruz for his comments about NY. Where's his apology for calling Iowans ""stupid""?  Such a hypocrite",Donald Trump,AGAINST,Ted Cruz,NONE,Train
These comments coming from the #DemDebate are great!! We can clearly see who is the party of morons #TedCruz #DonaldTrump are our only hope!,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
#DonaldTrump paid #TedCruz a great compliment by saying you can't make deals with him.Sticking to one's principals this country needs now.,Donald Trump,NONE,Ted Cruz,NONE,Train
"#RushLimbaugh gets phone call from Jewish financial masters ...turns on #Trump2016 and #TedCruz2016... ""I don't like either of them""",Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
"@DefendingtheUSA  Ted is ""preaching""; Ted doesn't believe what he's saying, that's why he sounds fake -- it is fake.  #Trump2016  #Cruz2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Rush: #GOP E Knows they can't force #TedCruz to make deals b./c Cruz is committed to his Values; they know #Trump2016 WILL make deals #PJNET,Donald Trump,FAVOR,Ted Cruz,FAVOR,Train
@ienceladus @DefendingtheUSA @fcwic1 #Trump2016 #Cruz2016 cCearly you know absolutely nothing about Cruz. Your words do describe Trump.,Donald Trump,AGAINST,Ted Cruz,FAVOR,Train
Donald Trump is a 2016 version of Ross Perot and will guarantee a Hillary Clinton victory.  #TrumpTrain #Trump2016 #TedCruz,Donald Trump,AGAINST,Ted Cruz,NONE,Train
"#Cruz is a real smooth talker alright....combination of politician, lawyer with preacher thrown in. It sounds like all BS to me. #Trump2016",Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Let's see if Donal Trump  or Ted Cruz  said anything about Martin Luther King Today....Yeah they probably don't care. #DonaldTrump #TedCruz,Donald Trump,AGAINST,Ted Cruz,AGAINST,Train
#DonaldTrump said nobody likes #TedCruz imagine MY shock that there's something I agree with Trump on.,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
Flint water crisis.That's expected under republic government. Who needs regulations? #GOP #TedCruz #DonaldTrump #Hillary2016 #BernieSanders,Donald Trump,AGAINST,Ted Cruz,NONE,Train
"""2016 Iowa Republican Presidential Caucus - #Trump 34%, #Cruz 28% (Gravis Marketing/One America News 1/11-1/12)"" #IowaCaucus #Trump2016",Donald Trump,NONE,Ted Cruz,NONE,Train
@Johnatsrs1949  Yes. Vote everyone out including #TedCruz ! No place for Canadian Cruz and other Puppets of Big donors! #TrumpTrain,Donald Trump,FAVOR,Ted Cruz,AGAINST,Train
